お揃いりますリビンマッチお客様係のカムロと申します大変お揃いいます岩田静穂様のお出会い番号でお間違いなかったでしょうかはい間違いないです昨日8時半頃にご登録いただきました愛知県西雄市の行っての査定ご依頼の件でご連絡を申し上げましたご入力いただいた際に弊社のサイトがですね大変項目が多いので分かりづらかったと思うんですけどもすいませんごめんなさい漏れがありましたよねちょっと漏れがあると保留になってしまう形でございまして大変ご迷惑かけておりますご要望をちょっと確認したいと思ってご連絡申し上げているんですがわざわざすいません伺ってもよろしいですかはいこの度の査定のご依頼が相続税の算出のための評価額という査定があるんですけどそういった目的かもしくは売却するときにちゃんと比較しないと不動産屋さん皆さん結構言われることがバラバラなので安く売ってしまって損をしたくないとかちょっとでもいい条件で売りたいとかっていうご要望のための査定のご依頼かどちらでしたでしょうか公社の方です公社の方で承知しましたいつまでに売らなければならないだとか何か他にご希望があったりこういうことでないとなかなか難しいからこういう売り方をしなきゃいけないんだというようなご要望はございますでしょうかこのうちの名義が来年の初め頃に私の名義に変わるので変わってからまだ違う人の名義なので変わったら売れたら売りたいなっていうのがあって売れいい値段でっていうかそういう条件が良ければ住み替えで他の場所に引っ越したいなと思っているそうなんですね来年のいつ頃というようなのはございます来年の1月で住宅ローンが終わるんですけどその住宅ローンが終わると都道府県とかが抹消されるのかな発表されたタイミングで私がこの家をもらうことになっているのでそういうことですね承知いたしました長期の変更をするのでそれからだったら私が多分その家自由にしていいはずなのでそうですね承知いたしましたそのタイミングでそしたらあまり追い過ぎではなくとにかくいい条件で売却をされたいというのがご希望というふうに捉えてよろしかったでしょうかそうですね住宅ローンもないのでポカッといても固定資産税と上下層のお金ぐらいかなかかるのがかかるのは急いではないです無理に売るつもり必要もないしという状態ですねそしたら一応今おっしゃられていたご要望だとおそらく2つ目のサービスが当てはまるのかなとは思ってはいるんですけど一応このようなご案内をさせていただいておりまして一応査定には2通り方法がございます今回は土地付きの1個建てということですので岩田様の方が最初に弊社をご利用いただいた理由の通り不動産会社様というのが地元の不動産会社様をご紹介させていただいて直接ご本人様でやり取りをしていただくという方法が一つ目ございますただこのエリアにいらっしゃる不動産会社様というのはどうしてもそのエリアのお客様しかお持ちでないので先ほどおっしゃられたようないい条件でというのがなかなか難しいというかですねというのが不動産会社様のこれは業界のルール的にございます逆に2つ目の方法は弊社の不動産業を一応持ってはいるんですけど不動産業として営業しているわけではなくて不動産会社様の全国2100社様ほどご登録いただいていろいろな広告のツールとかシステムなどを販売している会社なんですなので弊社のお客様方の方は例えば他県であっても例えばiターンとかUターンとか今はちょっと外国の方が入ってきているとか円安っていう特需があってタイミングとあとはそのやり方さえ変わってくるとですね数百万変わってくるケースもあるんです査定というよりは売れる金額がですねなのでそういうちょっとやってみないとわからないんですけど地元だけだとやっぱり5社とか6社ぐらいが限界で弊社が間に入って弊社のお客様方にお客様というのは不動産会社様方にこう査定していただくと数十社とかに査定をしていただいてその不動産会社様の方の顧客様にご提案いただけるので可能性が変わってくるといったところです不動産の価値自体はそもそもは変わらないと思うんですけどなのでちょっとお急ぎでないようであればそういった方法もございましてただちょっとデメリットとしては全社のサービスは直接ご本人様で不動産会社様とやり取りをしていただけるとか地元の不動産会社様だけなのでどうしても地元の不動産会社様としかやり取りしたくない方は全社のサービスをお選びいただくのがよろしいと思うんですけど公社のサービスの方はご本人様にやり取りをしていただかないんですね弊社が窓口となって代わりに査定額を収集してきて金額だとか条件を私たちから岩田様にご報告をしその中で金額だけじゃないのでこういう条件リスクを負ってるねとかこういう負担は負わない方がいいねとかってあると思うんですけど最終的には手残りが多くてリスクがない方で選びいただく方が多いんですけどそういったご相談だとか不動産会社さんとの交渉の窓口まで行った上で条件が先ほどおっしゃられていたいい金額であればというのがいくらかというところを超えればという話だと思うんですけどもそれが見つかったらそこから初めて不動産会様は直接おつなぎいたしますのであとはもう条件は決まった状態であとはやり取りを進めていただくだけというようなサービスとございましてどちらも無料ではございますが一応そのようなちょっと違いがございますいつの時点からご利用させていただいた代金とかって発生するんですかご利用いただく代金は一切いただいてなくてどちらのサービスもご紹介させていただくのも無料ですしサポートさせていただくのも無料です私たちが公社のサービスの方はかなり私たちが間に入って交渉などをさせていただくので私たちは不動産会社さんがもし決まった時にその仲介手数料だとかっていうのは不動産会社さんにお支払いいただく必要が出てくるんですねそれはいつもと変わらないというかどこに頼んでも変わらないものですそこから不動産屋様がいただいた仲介手数料から私たちが間で代行させていただいている不動産屋様の代行でもあるのでそういったところの手数料をいただいているという形なんですなので金額が高く金額だけではないんですけど実際には売り主様にとってはですね金額だとか私たちは金額がいい条件で売れた場合の仲介手数料がその分大きくなるのでそこからいただく手数料も私たちも大きくなるので岩津様にとっての最高の条件理想の条件と私たちにとっての理想の条件が一致してますのでどこで決まってもくれてもいいんだけど安全にというか確実にいい条件で売れてくれるところがお手伝いできればというような形のサービスでございます全社のサービスも後者のサービスも基本的にはメリットデメリットがきちっとあって後後者のサービスだと未公開物件になるのでどこのインターネットとか売り出しというのが一切出ませんなのでそれは多分メリットにしかならないと思いますがあくまでそのご売却を検討されていてこのぐらいの金額でっていうのは伝えずに一番いい条件でお客さんをつけていただいた不動産会様がご売却のチャンスを得られる可能性があるというようなご案内になりますなので一応私たちは最低でもいくらぐらいというのは伺いたいんですただ不動産会社さんの方には一切伝えないのですごい安い金額を言ってくるところもあれば集中してこのぐらいの金額っていうのが集まってくる場合もあればちょっと高い金額のところもあればただ安い金額というのは何か理由があるでしょうしただあんまり安い金額では正直売りたくないという風に考えるのが通常ですから平均値よりもあまりにも低い金額のところは省くようになりますね逆に高すぎるところは高くてもいいんですけど本当にお客さんがいるわけじゃなくてただ高いこと言っておけばいいでしょうという不動産会社も実際いらっしゃいますそうすると要するに売買契約っていって契約を結べるのでそうすると他の不動産会社に取られないのでそのお客さんをだから決まる決まらない売れる売れないっていう以前の問題でとにかく依頼を取ろうという不動産会社も行っていらっしゃるのでそういったものは省きやすくはなります一応かなり何十社っていう査定額を私たちは集めてくるのでその中で平均値というか皆さん妥当な金額はいくらなんですかそれから御社のお客様にご提案いただける金額はいくらなんですかまたは買取の金額の場合だといくらなんですかって一応3つ出していただいてあまりにもかけ離れた数値というのは基本的には省くあとはそのご本人様から私たちが聞いている最低でもこれぐらいは欲しいんだという金額よりも下の金額のものは基本的に省くというような形で進めていきますのでちょっとすごい安い金額だったりすごい高い金額だったりも来るんですけどそういったものもお伝えしていく中で大丈夫だよねっていう条件を選んでいただくサービスですのででございますちょっと不動産業界ではない私たち不動産屋ではないのでできるサービスというかはいでございますそういうシステムがってことですよねはい保険の窓口みたいなイメージですね一番いいのを選んでいただくのが一番本当は良くて不動産屋さんってどうしても業界的に自分のところでやってもらわないとお金が入らないのでどうしても何か他の不動産会社を排除しようとしたりくるめようというケースがどうしてもあるのでそういったものをすべて排除した上でできるというようなところではございますなのでまだもしお時間があるのであれば校舎の方が合っているのかなと私は思いましたけども最初に伺った時にですねただどちらも前者も後者も依頼はしないし自分でまた別途で探しますのでということであればそれももちろん選択肢でございますのでいかがいたしましょうか情報をかけていただくにも私が用意するものとかはいございますまず手順としては私たちの方から今回ご登録いただいている一応ご本人様確認のこともこれは含めてなんですけど一応弊社上場企業で個人情報の取扱いがすごく厳しいのでこのような形なんですけどややこしいんですけどもまずはマグロ523というメールアドレスをいただいておりますよねそちらに岩田様宛に弊社の会社概要だとかサポートの範囲どこからどこまでサポートをさせていただくのかそして無料のサービスであるといったことそれとですねご本人様確認というよりは物件の確認なんですけど対象物件がどれなのかを確認するのは住居表示ではないんですね等規模等本というものがあって法務局で取れる公的資料なので実際は私たちでも不動産業者さんでも取り直すんですけどただご本人様しか基本的には持ち得ないというか他人のものを通常取らないというか不動産業でなければですねなのでご購入された時に必ず契約書に一緒に入っていたりするものなんですけどそれかもしくは固定資産税の課税明細でも構いませんがそういったものをご用意いただいて地盤というものが入っていたの住所とちょっと違うんですけどどれが対象なのかそれを明示いただいているのとインターネットだとかには特に公開は一切されないのでどの物件なのかというのが今回はお分かりづらくはないんだと思うんですけど同じ住居表示にいくつか同じような建物が建っているケースがあるので外見の写真簡単なものでスマホというか携帯電話で撮っていただいたもので構わないんですけどこれですっていうのをちょっとご用意いただいてお送りいただくような形になってますそういったご案内を記載して送らせていただきますのでメールでご返信いただくか今私携帯電話でご連絡申し上げてるんですが社用のものでございますのでこちらにショートメールでお送りいただくか郵送でお送りいただくかというような形でご用意いただいてそれをもとに私たちの方でまずは一番条件が高く出やすそうな業態の不動産屋さんから数十社当たっていくというような形になりますなるほど今の時点でだいたいこれぐらいだよっていうのは実際かけてみないとわからないそうですね今相場ってあんまり正直なところ相場サイトみたいのはありますただ実際それが適用されるかどうかっていうのは全然別の話ですごい安く金額が相場というふうなもので換算されていたり逆にそんな金額は滅多にないよねというものが出てきちゃうので私たちもそういうツールは作ってるんですけど実際はかなりそのままご案内してしまうと資産を起損してしまう原因になったりしてしまうのできちっとしたサポートが必要であれば私たちの方でサポートをさせていただくといった体制を整えておりますなるほどそっかそっかあと例えばいくらぐらいでっておっしゃってくれる不動産屋さんが出て来られた場合でも自分たちがちょっと納得いかないなっていうならそれはそれでなしで大丈夫なんですかもちろんでございますただある程度金額的にどのくらいというのがあれば私たちご登録いただいている不動産会様は皆様かなり厳しい審査を通っている会社様なので変な会社はいらっしゃらないです多分名前聞いていただいた時にそこもいるんだそこもいるんだっていうぐらい大手様から銀行経営様から皆様ご登録いただいているのでそういう意味では多分ご心配はないと思うんですけど一番の問題は金額だと思いますなのである程度これぐらいよりも最低限必要なんですということがおっしゃっていただけていてもちろんそれより低い金額で売るわけにはいかないので逆に言えば見つかるまで一旦探してみるというような形で2000社様全て当たるわけには今までないんですけどだいたい100社とかぐらい当たっていくとやっぱり可能性が出てくるので可能性はすごく広がるかなとは思いますね分かりましたじゃあどうしようかな一旦ご案内を送らせていただきましょうかいいですかじゃあそのご案内を見せていただいてお願いするんであればその等規模の写真とかを送らせていただくってことではい構いません今の現段階ではまだいくらって完全には決まりきってなくてよろしいと思うんですけど当然後からもっと金額高く売れるんだったらもっと上げた方がいいと思いますしまだ時間があるのでだいたいどのくらいの金額をご希望とされてるんでしょうかそれがちょっとまだ今話し合い中で娘と住んでるんですけど次のお家をどうするかでいくらぐらいのところに住み換えるかですよねそうなんですよね売るのも高いですけど買うのも高いですからねなので今ちょっと住みたいなと思っているあたりの縦売り住宅の小さいところが良くて草取りとかも本当にめんどくさいので逆のあれですね私とは逆今日当たりもすごくいいので結局でも良くてもすだれしてカーテン閉めて家の中で電気つけて冷房もままかけないと部屋涼しくならないのでだからもう南向きとかもいいっていう感じでカーテン閉めちゃうからみたいなシャッターを下ろしたりとか私も今50代で多分次の住処になると思うので小さくて駅から近くてというようなところですかね検討しているところがだいたい2500万前後の縦売りがちょっといいなと思うところはあるんですけれどもはいわかりましたそうそんな感じで承知しました今話を進めています分かりましたそしたらまだちょっと1月とかっていうことなのでまだちょっとお時間結構ありますのではいはいまずはだいたい1ヶ月にですね2,30件ぐらいの回答が来ていい方という感じです全く返答していただけない業者さんもいらっしゃるので中にはですねなのでちょっとお時間を少しかけながらまずはそのご希望の金額以上があれば一番いいと思いますしその中でもいろいろ条件とか住み替えのとかっていろいろあると思うのでそれを検討させていただけるとご活用いただきやすいかなとは思っておりますなるほどです特に弊社の方との何かの契約があるわけではないんですけど1点お願いしたいのが弊社が受けたまった場合はどこかの不動産会社様と売却の依頼とかをかけるのは弊社にご依頼いただいている間はやめていただきたいんですなぜかというと未公開の物件なのでいい条件が出れば直接取引いただけるかもしれませんよと言ってすごく頑張らせてるんですね一番いいお客さんにご案内いただいたりとかこれどうですかとかってやっていただいたりとか購入できるという不動産会社さんの方ももうこの金額でいかないと弊社が2000社様と提携しているの皆さんご存知なのでなのでちょっとこの金額で本気でいかないとこれは多分買えないなっていうので頑張っていただいているのでもしどっかに頼まれるときは事前にご連絡をいただければちょっと未公開ではなくなったというかご売却を検討されなくなったというふうにご案内する必要がございますのでその点だけちょっとお願いをしておりますすいませんでは後ほどメールの方でご案内させていただきますのですいませんご丁寧にありがとうございました長々と申し訳ございませんでは失礼いたします失礼いたしますお願いします

Timestamps:
(0.0, 2.58): お揃いります
(2.58, 5.6): リビンマッチお客様係の
(5.6, 6.86): カムロと申します
(6.86, 9.2): 大変お揃いいます
(9.2, 11.72): 岩田静穂様の
(11.72, 13.98): お出会い番号でお間違いなかったでしょうか
(13.98, 14.62): はい
(14.62, 16.46): 間違いないです
(16.46, 19.44): 昨日8時半頃に
(19.44, 21.28): ご登録いただきました
(21.28, 24.2): 愛知県西雄市の
(24.2, 25.56): 行っての査定
(25.56, 26.64): ご依頼の件で
(26.64, 28.54): ご連絡を申し上げました
(28.54, 30.1): ご入力いただいた際に
(30.1, 32.44): 弊社のサイトがですね
(32.44, 34.9): 大変項目が多いので
(34.9, 38.0): 分かりづらかったと思うんですけども
(38.0, 38.74): すいません
(38.74, 40.14): ごめんなさい
(40.14, 41.78): 漏れがありましたよね
(41.78, 44.1): ちょっと漏れがあると
(44.1, 46.74): 保留になってしまう形でございまして
(46.74, 48.44): 大変ご迷惑かけております
(48.44, 52.08): ご要望をちょっと確認したいと思って
(52.08, 53.62): ご連絡申し上げているんですが
(53.62, 54.92): わざわざすいません
(54.92, 56.7): 伺ってもよろしいですか
(56.7, 57.06): はい
(57.06, 60.38): この度の査定のご依頼が
(60.38, 66.4): 相続税の算出のための評価額という査定があるんですけど
(66.4, 68.88): そういった目的か
(68.88, 74.0): もしくは売却するときに
(74.0, 76.8): ちゃんと比較しないと不動産屋さん皆さん
(76.8, 79.64): 結構言われることがバラバラなので
(79.64, 83.22): 安く売ってしまって損をしたくないとか
(83.22, 85.94): ちょっとでもいい条件で売りたいとか
(85.94, 88.94): っていうご要望のための査定のご依頼か
(88.94, 91.34): どちらでしたでしょうか
(91.34, 93.4): 公社の方です
(93.4, 94.34): 公社の方で
(94.34, 96.46): 承知しました
(96.46, 99.88): いつまでに売らなければならないだとか
(99.88, 103.96): 何か他にご希望があったり
(103.96, 107.1): こういうことでないとなかなか難しいから
(107.1, 110.32): こういう売り方をしなきゃいけないんだ
(110.32, 112.72): というようなご要望はございますでしょうか
(115.94, 125.36): このうちの名義が来年の初め頃に私の名義に変わるので
(125.36, 130.54): 変わってからまだ違う人の名義なので
(130.54, 136.34): 変わったら売れたら売りたいなっていうのがあって
(136.34, 139.9): 売れいい値段でっていうか
(139.9, 145.52): そういう条件が良ければ
(145.52, 150.52): 住み替えで他の場所に引っ越したいなと思っている
(150.52, 152.18): そうなんですね
(152.18, 159.02): 来年のいつ頃というようなのはございます
(159.02, 164.88): 来年の1月で住宅ローンが終わるんですけど
(164.88, 170.02): その住宅ローンが終わると
(170.02, 173.76): 都道府県とかが抹消されるのかな
(175.52, 182.26): 発表されたタイミングで私がこの家をもらうことになっているので
(182.26, 184.66): そういうことですね承知いたしました
(184.66, 192.26): 長期の変更をするのでそれからだったら私が多分その家自由にしていいはずなので
(192.26, 194.82): そうですね承知いたしました
(194.82, 196.04): そのタイミングで
(196.04, 199.96): そしたらあまり追い過ぎではなく
(199.96, 205.34): とにかくいい条件で売却をされたいというのが
(205.34, 208.64): ご希望というふうに捉えてよろしかったでしょうか
(208.64, 210.06): そうですね
(210.06, 212.36): 住宅ローンもないので
(212.36, 214.92): ポカッといても
(214.92, 219.2): 固定資産税と上下層のお金ぐらいかな
(219.2, 220.62): かかるのが
(220.62, 221.24): かかるのは
(221.24, 224.2): 急いではないです
(224.2, 227.8): 無理に売るつもり必要もないしという状態ですね
(227.8, 233.04): そしたら一応今おっしゃられていたご要望だと
(233.04, 237.66): おそらく2つ目のサービスが当てはまるのかなとは思ってはいるんですけど
(237.66, 241.04): 一応このようなご案内をさせていただいておりまして
(241.04, 243.96): 一応査定には2通り方法がございます
(243.96, 248.38): 今回は土地付きの1個建てということですので
(248.38, 254.98): 岩田様の方が最初に弊社をご利用いただいた理由の通り
(254.98, 262.3): 不動産会社様というのが地元の不動産会社様をご紹介させていただいて
(262.3, 266.8): 直接ご本人様でやり取りをしていただくという方法が一つ目ございます
(266.8, 272.48): ただこのエリアにいらっしゃる不動産会社様というのは
(272.48, 275.8): どうしてもそのエリアのお客様しかお持ちでないので
(275.8, 283.94): 先ほどおっしゃられたようないい条件でというのがなかなか難しいというかですね
(283.94, 291.62): というのが不動産会社様のこれは業界のルール的にございます
(291.62, 299.2): 逆に2つ目の方法は弊社の不動産業を一応持ってはいるんですけど
(299.2, 302.04): 不動産業として営業しているわけではなくて
(302.04, 308.52): 不動産会社様の全国2100社様ほどご登録いただいて
(308.52, 315.2): いろいろな広告のツールとかシステムなどを販売している会社なんです
(315.2, 320.22): なので弊社のお客様方の方は
(320.22, 323.22): 例えば他県であっても
(323.22, 325.58): 例えばiターンとかUターンとか
(325.58, 329.34): 今はちょっと外国の方が入ってきているとか
(329.34, 331.7): 円安っていう特需があって
(331.7, 333.96): タイミングと
(333.96, 336.92): あとはそのやり方さえ
(336.92, 339.22): 変わってくるとですね
(339.22, 342.92): 数百万変わってくるケースもあるんです
(342.92, 345.94): 査定というよりは売れる金額がですね
(345.94, 348.0): なのでそういうちょっと
(348.0, 350.72): やってみないとわからないんですけど
(350.72, 352.82): 地元だけだとやっぱり
(352.82, 354.94): 5社とか6社ぐらいが限界
(354.94, 358.96): で弊社が間に入って
(358.96, 360.78): 弊社のお客様方に
(360.78, 363.18): お客様というのは不動産会社様方に
(363.18, 365.86): こう査定していただくと
(365.86, 370.62): 数十社とかに査定をしていただいて
(370.62, 374.46): その不動産会社様の方の顧客様に
(374.46, 377.1): ご提案いただけるので
(377.1, 381.22): 可能性が変わってくるといったところです
(381.22, 385.44): 不動産の価値自体はそもそもは変わらないと思うんですけど
(385.44, 389.66): なのでちょっとお急ぎでないようであれば
(389.66, 391.62): そういった方法もございまして
(391.62, 394.58): ただちょっとデメリットとしては
(394.58, 397.44): 全社のサービスは直接ご本人様で
(397.44, 399.52): 不動産会社様とやり取りをしていただける
(399.52, 403.28): とか地元の不動産会社様だけなので
(403.28, 406.76): どうしても地元の不動産会社様としか
(406.76, 408.3): やり取りしたくない方は
(408.3, 410.9): 全社のサービスをお選びいただくのが
(410.9, 412.0): よろしいと思うんですけど
(412.0, 413.84): 公社のサービスの方は
(413.84, 416.52): ご本人様にやり取りをしていただかないんですね
(416.52, 419.44): 弊社が窓口となって
(419.44, 422.36): 代わりに査定額を収集してきて
(422.36, 428.04): 金額だとか条件を私たちから岩田様にご報告をし
(428.04, 431.68): その中で金額だけじゃないので
(431.68, 434.08): こういう条件リスクを負ってるねとか
(434.08, 438.12): こういう負担は負わない方がいいねとかってあると思うんですけど
(438.12, 442.52): 最終的には手残りが多くてリスクがない方で
(442.52, 444.42): 選びいただく方が多いんですけど
(444.42, 448.5): そういったご相談だとか不動産会社さんとの交渉の窓口
(448.5, 454.16): まで行った上で条件が先ほどおっしゃられていた
(454.16, 456.32): いい金額であればというのが
(456.32, 461.14): いくらかというところを超えればという話だと思うんですけども
(461.14, 465.0): それが見つかったらそこから初めて不動産会様は
(465.0, 467.78): 直接おつなぎいたしますので
(467.78, 470.82): あとはもう条件は決まった状態で
(470.82, 472.62): あとはやり取りを進めていただくだけ
(472.62, 476.08): というようなサービスとございまして
(476.08, 479.46): どちらも無料ではございますが
(479.46, 481.98): 一応そのようなちょっと違いがございます
(481.98, 488.44): いつの時点から
(488.44, 495.06): ご利用させていただいた代金とかって発生するんですか
(495.06, 498.98): ご利用いただく代金は一切いただいてなくて
(498.98, 502.12): どちらのサービスも
(502.12, 504.84): ご紹介させていただくのも無料ですし
(504.84, 507.4): サポートさせていただくのも無料です
(507.4, 509.3): 私たちが
(509.3, 511.42): 公社のサービスの方は
(511.42, 512.46): かなり私たちが
(512.46, 515.76): 間に入って交渉などをさせていただくので
(515.76, 517.22): 私たちは
(517.22, 519.9): 不動産会社さんが
(519.9, 522.7): もし決まった時に
(522.7, 523.58): その
(523.58, 525.7): 仲介手数料だとか
(525.7, 526.74): っていうのは不動産会社さんに
(526.74, 528.52): お支払いいただく必要が出てくるんですね
(528.52, 531.12): それはいつもと変わらないというか
(531.12, 533.08): どこに頼んでも変わらないものです
(533.08, 534.58): そこから
(534.58, 537.82): 不動産屋様がいただいた仲介手数料から
(537.82, 539.1): 私たちが
(539.1, 542.42): 間で代行させていただいている
(542.42, 545.04): 不動産屋様の代行でもあるので
(545.04, 548.96): そういったところの手数料をいただいているという形なんです
(548.96, 551.36): なので金額が高く
(551.36, 553.42): 金額だけではないんですけど実際には
(553.42, 555.14): 売り主様にとってはですね
(555.14, 557.32): 金額だとか
(557.32, 560.38): 私たちは金額がいい条件で
(560.38, 563.66): 売れた場合の仲介手数料が
(563.66, 565.14): その分大きくなるので
(565.14, 568.2): そこからいただく手数料も
(568.2, 569.9): 私たちも大きくなるので
(569.9, 574.9): 岩津様にとっての最高の条件
(574.9, 576.04): 理想の条件と
(576.04, 579.04): 私たちにとっての理想の条件が
(579.04, 580.46): 一致してますので
(580.46, 583.36): どこで決まってもくれてもいいんだけど
(583.36, 586.42): 安全にというか確実に
(586.42, 588.78): いい条件で売れてくれるところが
(588.78, 591.72): お手伝いできればというような形の
(591.72, 592.94): サービスでございます
(592.94, 605.68): 全社のサービスも後者のサービスも
(605.68, 609.34): 基本的にはメリットデメリットがきちっとあって
(609.34, 614.0): 後後者のサービスだと未公開物件になるので
(614.0, 618.72): どこのインターネットとか売り出しというのが一切出ません
(618.72, 624.18): なのでそれは多分メリットにしかならないと思いますが
(624.18, 628.2): あくまでそのご売却を検討されていて
(628.2, 632.06): このぐらいの金額でっていうのは伝えずに
(632.06, 637.28): 一番いい条件でお客さんをつけていただいた
(637.28, 641.76): 不動産会様がご売却のチャンスを得られる可能性がある
(641.76, 644.56): というようなご案内になります
(644.56, 651.88): なので一応私たちは最低でもいくらぐらいというのは伺いたいんです
(651.88, 655.78): ただ不動産会社さんの方には一切伝えないので
(655.78, 659.9): すごい安い金額を言ってくるところもあれば
(659.9, 666.5): 集中してこのぐらいの金額っていうのが集まってくる場合もあれば
(666.5, 669.82): ちょっと高い金額のところもあれば
(669.82, 674.24): ただ安い金額というのは何か理由があるでしょうし
(674.24, 680.38): ただあんまり安い金額では正直売りたくないという風に考えるのが通常ですから
(680.38, 686.48): 平均値よりもあまりにも低い金額のところは省くようになりますね
(686.48, 690.52): 逆に高すぎるところは高くてもいいんですけど
(690.52, 693.12): 本当にお客さんがいるわけじゃなくて
(693.12, 695.66): ただ高いこと言っておけばいいでしょうという
(695.66, 698.24): 不動産会社も実際いらっしゃいます
(698.24, 704.14): そうすると要するに売買契約っていって
(704.14, 705.74): 契約を結べるので
(705.74, 709.32): そうすると他の不動産会社に取られないので
(709.32, 710.36): そのお客さんを
(710.36, 713.04): だから決まる決まらない
(713.04, 716.36): 売れる売れないっていう以前の問題で
(716.36, 718.74): とにかく依頼を取ろうという
(718.74, 721.96): 不動産会社も行っていらっしゃるので
(721.96, 725.16): そういったものは省きやすくはなります
(725.16, 730.18): 一応かなり何十社っていう査定額を
(730.18, 731.62): 私たちは集めてくるので
(731.62, 736.28): その中で平均値というか皆さん妥当な金額はいくらなんですか
(736.28, 742.34): それから御社のお客様にご提案いただける金額はいくらなんですか
(742.34, 746.02): または買取の金額の場合だといくらなんですかって
(746.02, 748.22): 一応3つ出していただいて
(748.22, 753.28): あまりにもかけ離れた数値というのは基本的には省く
(753.28, 756.18): あとはそのご本人様から私たちが聞いている
(756.18, 760.88): 最低でもこれぐらいは欲しいんだという金額よりも
(760.88, 767.26): 下の金額のものは基本的に省くというような形で進めていきますので
(767.26, 773.42): ちょっとすごい安い金額だったりすごい高い金額だったりも来るんですけど
(773.42, 776.32): そういったものもお伝えしていく中で
(776.32, 781.16): 大丈夫だよねっていう条件を選んでいただくサービスですので
(781.16, 783.82): でございます
(783.82, 786.94): ちょっと不動産業界ではない
(786.94, 790.34): 私たち不動産屋ではないのでできるサービスというか
(790.34, 792.44): はいでございます
(792.44, 799.62): そういうシステムがってことですよね
(799.62, 803.32): はい保険の窓口みたいなイメージですね
(803.32, 809.34): 一番いいのを選んでいただくのが一番本当は良くて
(809.34, 814.54): 不動産屋さんってどうしても業界的に自分のところでやってもらわないと
